,2P,2P%,2PA,3P,3P%,3PA,AST,Age,BLK,BR_player_id,DRB,DRtg,FG,FG%,FGA,FT,FT%,FTA,G,GS,Lg,MP,ORB,ORtg,PF,PTS,Pos,STL,Season,TOV,TRB,Tm
0,5.1,.486,10.5,0.0,,0.0,2.7,26,1.9,hayesst01,7.4,108,5.1,.486,10.5,3.0,.604,5.0,35,0,NBA,487,3.7,111,6.7,13.3,C,0.4,1981-82,1.8,11.1,TOT
1,5.0,.444,11.2,0.0,,0.0,2.5,26,1.2,hayesst01,6.2,109,5.0,.444,11.2,4.4,.583,7.5,9,0,NBA,75,4.4,113,10.6,14.4,C,0.6,1981-82,1.2,10.6,SAS
2,5.1,.495,10.4,0.0,,0.0,2.7,26,2.0,hayesst01,7.6,107,5.1,.495,10.4,2.8,.610,4.6,26,0,NBA,412,3.6,111,6.0,13.1,C,0.3,1981-82,1.9,11.2,DET
3,4.8,.481,10.0,0.0,.000,0.0,1.7,27,1.9,hayesst01,6.2,107,4.8,.479,10.1,1.3,.569,2.4,65,3,NBA,1058,4.7,101,10.0,11.0,C,0.8,1982-83,2.3,11.0,CLE
4,4.9,.520,9.5,0.0,,0.0,2.5,28,3.4,hayesst01,8.2,105,4.9,.520,9.5,1.0,.357,2.7,43,0,NBA,253,3.6,98,9.9,10.8,C,1.0,1983-84,2.5,11.8,SEA
5,4.7,.556,8.5,0.0,,0.0,0.5,29,1.9,hayesst01,10.8,106,4.7,.556,8.5,0.9,.500,1.9,11,0,NBA,101,5.2,124,9.0,10.4,C,0.5,1984-85,0.9,16.0,PHI
6,4.6,.448,10.2,0.0,,0.0,0.8,30,2.2,hayesst01,5.3,106,4.6,.448,10.2,1.3,.306,4.2,58,0,NBA,397,3.7,90,9.5,10.4,C,0.6,1985-86,1.9,9.0,UTA
0,4.6,.489,9.5,1.5,.473,3.2,3.5,20,0.8,haywago01,4.2,113,6.1,.485,12.7,3.0,.711,4.2,72,17,NBA,1218,1.8,106,4.6,16.8,SF,1.3,2010-11,3.0,6.0,UTA
1,5.5,.496,11.1,1.4,.346,4.1,5.4,21,1.1,haywago01,4.5,109,7.0,.456,15.3,5.0,.832,6.0,66,58,NBA,2015,1.5,113,2.8,20.4,SF,1.4,2011-12,2.8,6.0,UTA
2,5.9,.444,13.2,2.6,.415,6.2,5.3,22,1.0,haywago01,4.4,110,8.4,.435,19.4,6.1,.827,7.4,72,27,NBA,2104,1.3,113,3.1,25.5,SF,1.5,2012-13,3.0,5.6,UTA
3,6.4,.453,14.1,1.6,.304,5.3,7.5,23,0.8,haywago01,6.2,111,8.0,.413,19.4,5.8,.816,7.1,77,77,NBA,2800,1.2,104,2.9,23.4,SF,2.1,2013-14,4.0,7.3,UTA
4,7.4,.481,15.4,2.4,.364,6.7,6.3,24,0.6,haywago01,6.5,105,9.8,.445,22.0,7.6,.812,9.4,76,76,NBA,2618,1.1,111,2.7,29.7,SF,2.2,2014-15,4.2,7.6,UTA
5,6.9,.477,14.4,2.6,.349,7.5,5.4,25,0.5,haywago01,6.1,105,9.5,.433,21.9,7.2,.824,8.7,80,80,NBA,2893,1.1,110,3.3,28.8,SF,1.7,2015-16,3.7,7.2,UTA
6,8.3,.506,16.3,3.1,.398,7.8,5.3,26,0.4,haywago01,7.2,106,11.4,.471,24.1,7.5,.844,8.9,73,73,NBA,2516,1.0,118,2.4,33.4,SF,1.5,2016-17,2.9,8.2,UTA
0,4.5,.404,11.2,2.0,.283,7.1,3.3,24,0.8,haywala01,5.6,112,6.5,.357,18.3,3.9,.786,5.0,42,0,NBA,419,2.7,101,5.2,19.0,SF,1.4,2010-11,2.3,8.3,MIN
1,3.3,.375,8.8,1.5,.286,5.1,1.5,25,0.4,haywala01,5.1,107,4.8,.342,13.9,2.6,.583,4.4,26,0,NBA,141,0.7,80,6.6,13.5,SF,1.1,2011-12,3.3,5.9,OKC
2,3.3,.333,10.0,0.0,.000,6.7,5.0,26,0.0,haywala01,6.7,103,3.3,.200,16.7,10.0,1.000,10.0,4,0,NBA,31,0.0,102,5.0,16.7,SF,3.3,2012-13,0.0,6.7,MIN
0,4.7,.493,9.5,0.0,,0.0,1.2,22,3.9,haywobr01,7.7,104,4.7,.493,9.5,4.2,.606,6.9,62,2,NBA,1266,6.1,112,6.8,13.5,C,0.9,2001-02,2.1,13.8,WAS
1,4.9,.510,9.6,0.0,,0.0,0.8,23,3.4,haywobr01,6.0,104,4.9,.510,9.6,4.4,.633,6.9,81,69,NBA,1930,5.4,115,6.3,14.1,C,0.9,2002-03,1.8,11.4,WAS
2,7.0,.517,13.6,0.0,.000,0.0,1.5,24,3.5,haywobr01,7.0,104,7.0,.515,13.6,4.8,.585,8.2,77,59,NBA,1484,6.5,110,5.4,18.8,C,1.1,2003-04,2.8,13.6,WAS
3,6.6,.560,11.8,0.0,,0.0,1.6,25,3.1,haywobr01,7.2,106,6.6,.560,11.8,4.4,.609,7.2,68,68,NBA,1865,5.6,115,6.0,17.6,C,1.4,2004-05,2.6,12.8,WAS
4,6.1,.514,12.0,0.0,,0.0,1.3,26,2.9,haywobr01,7.4,106,6.1,.514,12.0,3.6,.585,6.2,79,70,NBA,1879,5.5,109,6.4,15.9,C,0.8,2005-06,2.7,12.9,WAS
5,5.8,.558,10.4,0.0,,0.0,1.4,27,2.6,haywobr01,8.3,109,5.8,.558,10.4,3.4,.548,6.2,77,49,NBA,1740,5.7,112,6.1,15.0,C,1.0,2006-07,2.6,14.0,WAS
6,7.6,.528,14.4,0.0,,0.0,1.7,28,3.2,haywobr01,7.3,109,7.6,.528,14.4,5.2,.735,7.1,80,80,NBA,2228,6.6,119,5.2,20.4,C,0.7,2007-08,2.6,13.9,WAS
7,7.2,.480,15.1,0.0,,0.0,2.4,29,4.5,haywobr01,9.3,109,7.2,.480,15.1,3.0,.476,6.3,6,5,NBA,175,3.9,99,4.2,17.5,C,1.2,2008-09,2.7,13.3,WAS
8,6.1,.563,10.9,0.0,.000,0.0,1.0,30,3.5,haywobr01,9.7,106,6.1,.562,10.9,3.4,.620,5.4,77,67,NBA,2355,6.2,117,4.6,15.6,C,0.6,2009-10,2.2,15.9,TOT
9,6.1,.561,10.9,0.0,,0.0,0.6,30,3.3,haywobr01,10.0,107,6.1,.561,10.9,3.3,.646,5.1,49,48,NBA,1614,6.5,118,4.7,15.5,C,0.6,2009-10,2.2,16.5,WAS
10,6.2,.568,10.9,0.0,.000,0.1,1.8,30,4.0,haywobr01,9.1,104,6.2,.564,10.9,3.5,.575,6.1,28,19,NBA,741,5.5,116,4.5,15.8,C,0.6,2009-10,2.2,14.6,DAL
11,5.1,.577,8.8,0.0,.000,0.0,0.8,31,2.9,haywobr01,9.8,103,5.1,.574,8.8,2.5,.362,7.0,72,8,NBA,1331,5.1,106,5.8,12.6,C,0.6,2010-11,2.0,14.9,DAL
12,5.4,.518,10.4,0.0,,0.0,0.9,32,2.5,haywobr01,8.5,101,5.4,.518,10.4,2.1,.469,4.4,54,54,NBA,1146,6.4,107,5.5,12.9,C,1.1,2011-12,2.1,14.8,DAL
13,4.2,.433,9.7,0.0,.000,0.0,1.3,33,2.2,haywobr01,7.5,112,4.2,.431,9.8,1.4,.455,3.0,61,17,NBA,1162,5.6,95,5.6,9.8,C,0.7,2012-13,2.3,13.1,CHA
14,6.1,.467,13.1,0.0,,0.0,0.9,35,4.4,haywobr01,10.0,102,6.1,.467,13.1,3.1,.538,5.7,22,1,NBA,119,2.6,85,7.4,15.3,C,0.9,2014-15,4.4,12.7,CLE
0,9.9,.457,21.8,,,,3.4,24,1.5,haywosp01,9.9,97,9.9,.457,21.8,5.3,.814,6.6,75,,NBA,3039,4.6,,2.8,25.2,PF,0.9,1973-74,,14.4,SEA
1,10.9,.459,23.8,,,,2.5,25,1.9,haywosp01,7.8,98,10.9,.459,23.8,5.6,.811,6.9,68,,NBA,2529,3.6,,3.1,27.4,PF,1.0,1974-75,,11.3,SEA
2,9.6,.445,21.7,,,,1.5,26,1.3,haywosp01,10.3,97,9.6,.445,21.7,5.4,.757,7.1,78,,NBA,2892,3.7,,4.1,24.7,PF,0.8,1975-76,,14.0,NYK
3,8.8,.450,19.5,,,,2.2,27,1.3,haywosp01,8.8,100,8.8,.450,19.5,4.7,.832,5.7,31,,NBA,1021,3.3,,3.1,22.3,PF,0.6,1976-77,,12.2,NYK
4,10.2,.484,21.1,,,,3.1,28,1.8,haywosp01,7.5,102,10.2,.484,21.1,2.4,.711,3.3,67,,NBA,1765,3.5,99,4.7,22.8,PF,0.9,1977-78,3.5,11.0,NYK
5,11.3,.494,22.9,,,,2.4,29,1.6,haywosp01,6.9,106,11.3,.494,22.9,4.4,.791,5.5,68,,NBA,2361,3.3,103,4.5,27.0,PF,0.8,1978-79,3.8,10.1,TOT
6,11.1,.489,22.8,,,,2.5,29,1.3,haywosp01,6.3,107,11.1,.489,22.8,4.8,.733,6.5,34,,NBA,1023,3.0,102,4.8,27.1,PF,0.4,1978-79,3.9,9.2,NYK
7,11.4,.497,23.0,,,,2.3,29,1.8,haywosp01,7.3,105,11.4,.497,23.0,4.1,.849,4.8,34,,NBA,1338,3.5,103,4.2,27.0,PF,1.0,1978-79,3.7,10.8,NOJ
8,8.6,.489,17.5,0.0,.250,0.1,2.8,30,1.7,haywosp01,6.4,105,8.6,.487,17.7,4.7,.772,6.2,76,,NBA,1544,3.9,104,5.9,22.0,PF,1.0,1979-80,4.0,10.3,LAL
9,9.1,.478,19.1,0.0,.000,0.1,1.5,32,1.6,haywosp01,6.4,103,9.1,.476,19.2,5.1,.842,6.0,76,63,NBA,2086,3.3,100,5.8,23.4,PF,1.0,1981-82,4.1,9.8,WSB
10,7.8,.402,19.4,0.0,.000,0.1,1.9,33,1.7,haywosp01,6.6,100,7.8,.401,19.4,3.9,.724,5.4,38,25,NBA,775,4.8,89,5.9,19.5,PF,0.7,1982-83,4.2,11.4,WSB
0,,,,,,,9.3,31,0.5,abdulma01,3.0,100,5.8,.422,13.7,2.6,.756,3.4,49,,NBA,571,1.4,,6.0,14.2,PG,2.0,1973-74,,4.3,SEA
0,3.3,.445,7.5,2.7,.361,7.4,5.1,23,0.2,headlu01,5.5,104,6.0,.403,14.9,2.0,.699,2.9,80,27,NBA,2310,0.8,100,4.0,16.7,SG,2.1,2005-06,2.8,6.3,HOU
1,3.1,.431,7.2,4.2,.441,9.6,4.6,24,0.1,headlu01,5.3,102,7.3,.437,16.8,2.0,.790,2.5,80,10,NBA,2211,0.7,107,3.2,20.9,SG,1.8,2006-07,3.3,6.0,HOU
2,4.9,.504,9.7,3.0,.351,8.7,5.3,25,0.3,headlu01,4.5,104,7.9,.432,18.4,2.5,.815,3.1,73,17,NBA,1379,0.7,108,2.9,21.5,SG,1.7,2007-08,2.7,5.2,HOU
3,3.7,.389,9.6,2.1,.370,5.8,6.2,26,0.2,headlu01,4.9,107,5.9,.382,15.4,2.0,.792,2.6,32,4,NBA,498,0.6,100,4.0,15.9,PG-SG,1.8,2008-09,2.7,5.6,TOT
4,4.1,.397,10.4,2.3,.368,6.3,5.8,26,0.2,headlu01,4.0,108,6.4,.386,16.7,2.3,.875,2.6,22,4,NBA,322,0.5,101,2.5,17.5,PG,1.0,2008-09,2.6,4.5,HOU
5,3.0,.370,8.2,1.8,.375,4.9,7.0,26,0.3,headlu01,6.7,105,4.9,.372,13.0,1.5,.625,2.4,10,0,NBA,176,0.9,97,6.7,13.0,SG,3.3,2008-09,2.7,7.6,MIA
6,6.0,.481,12.5,2.3,.352,6.4,4.4,27,0.5,headlu01,4.5,110,8.3,.437,18.9,2.9,.828,3.5,47,10,NBA,813,0.4,98,3.2,21.7,SG,1.1,2009-10,3.3,4.9,IND
7,3.7,.430,8.6,2.2,.391,5.5,6.0,28,0.8,headlu01,3.8,112,5.9,.415,14.1,3.4,.780,4.3,36,14,NBA,586,1.4,110,3.7,17.2,PG,0.9,2010-11,2.8,5.2,SAC
0,1.3,.188,7.2,4.5,.308,14.6,7.4,26,0.7,healsh01,3.6,112,5.8,.268,21.8,0.7,.600,1.1,43,0,NBA,236,0.4,82,4.5,16.8,PG,0.7,1996-97,3.8,4.0,MIN
1,2.2,.500,4.5,3.0,.222,13.5,3.7,33,0.0,healsh01,2.2,102,5.2,.292,17.9,3.0,.800,3.7,6,0,NBA,72,0.7,84,1.5,16.4,PG,0.7,2003-04,3.7,3.0,SAS
0,7.8,.435,17.9,,,,2.7,25,3.4,heardga01,10.1,94,7.8,.435,17.9,2.8,.650,4.4,81,,NBA,2889,4.0,,4.5,18.4,PF,2.0,1973-74,,14.1,BUF
1,6.6,.388,17.0,,,,3.9,26,2.5,heardga01,10.0,93,6.6,.388,17.0,2.2,.564,3.9,67,,NBA,2148,3.8,,5.0,15.4,PF,2.2,1974-75,,13.8,BUF
2,6.4,.435,14.7,,,,3.1,27,1.6,heardga01,10.2,94,6.4,.435,14.7,2.6,.637,4.0,86,,NBA,2747,4.0,,4.9,15.4,PF,1.9,1975-76,,14.2,TOT
3,6.0,.421,14.3,,,,3.7,27,1.6,heardga01,10.8,94,6.0,.421,14.3,2.4,.607,3.9,50,,NBA,1527,4.0,,5.3,14.4,PF,1.9,1975-76,,14.8,BUF
4,6.9,.452,15.2,,,,2.4,27,1.5,heardga01,9.3,95,6.9,.452,15.2,2.8,.673,4.2,36,,NBA,1220,4.1,,4.5,16.6,PF,1.9,1975-76,,13.3,PHO
5,5.7,.379,15.1,,,,2.9,28,1.8,heardga01,10.6,93,5.7,.379,15.1,3.3,.725,4.6,46,,NBA,1363,4.0,,4.6,14.7,PF,1.8,1976-77,,14.5,PHO
6,5.4,.424,12.8,,,,2.7,29,2.1,heardga01,10.0,92,5.4,.424,12.8,1.8,.612,3.0,80,,NBA,2099,3.4,93,4.4,12.7,PF,2.6,1977-78,2.5,13.4,PHO
7,5.9,.441,13.4,,,,2.2,30,2.1,heardga01,9.2,99,5.9,.441,13.4,2.6,.689,3.8,63,,NBA,1213,3.6,100,5.1,14.4,PF,1.9,1978-79,2.2,12.8,PHO
8,5.6,.419,13.3,0.0,.000,0.1,3.2,31,1.6,heardga01,8.5,98,5.6,.417,13.4,2.1,.744,2.8,82,,NBA,1403,3.9,95,5.8,13.2,PF,2.7,1979-80,2.9,12.4,PHO
9,4.4,.383,11.4,0.0,.000,0.2,3.6,32,2.1,heardga01,6.7,103,4.4,.376,11.6,2.3,.782,3.0,78,,NBA,1631,3.5,96,5.8,11.1,PF,3.1,1980-81,2.4,10.2,SDC
0,11.0,.600,18.4,0.0,,0.0,0.0,28,0.0,heggsal01,3.7,115,11.0,.600,18.4,7.4,.667,11.0,4,0,NBA,14,3.7,135,0.0,29.4,SF,0.0,1995-96,0.0,7.4,HOU
0,7.3,.445,16.3,0.0,.000,0.1,1.9,23,1.6,hendeal01,7.3,107,7.3,.442,16.4,4.5,.595,7.6,79,4,NBA,1416,6.2,102,8.2,19.0,PF,1.7,1995-96,3.3,13.5,ATL
1,8.5,.475,17.9,0.0,,0.0,2.5,24,0.7,hendeal01,7.6,101,8.5,.475,17.9,5.0,.600,8.3,30,0,NBA,501,5.2,105,8.1,22.0,PF,2.3,1996-97,3.2,12.8,ATL
2,9.9,.485,20.5,0.1,.500,0.2,2.0,25,1.0,hendeal01,6.6,106,10.0,.485,20.6,6.9,.652,10.6,69,33,NBA,2000,5.5,111,4.8,27.0,PF,1.1,1997-98,3.0,12.1,ATL
3,9.2,.443,20.8,0.0,.000,0.0,1.4,26,0.9,hendeal01,7.4,97,9.2,.442,20.8,4.9,.671,7.3,38,37,NBA,1142,4.9,102,4.7,23.3,SF,1.6,1998-99,2.9,12.3,ATL
4,8.1,.465,17.3,0.0,.100,0.2,1.5,27,1.0,hendeal01,5.8,108,8.1,.461,17.5,4.2,.671,6.3,82,82,NBA,2775,5.0,105,4.4,20.4,PF,1.5,1999-00,2.6,10.8,ATL
5,8.6,.445,19.3,0.0,.000,0.0,1.4,28,0.8,hendeal01,6.5,105,8.6,.444,19.4,5.0,.638,7.8,73,42,NBA,1810,5.2,97,4.7,22.2,PF,1.5,2000-01,3.6,11.7,ATL
6,7.2,.504,14.2,0.1,1.000,0.1,1.4,29,1.9,hendeal01,8.2,105,7.3,.509,14.4,3.0,.533,5.6,26,1,NBA,422,3.8,102,5.0,17.7,PF,1.4,2001-02,2.6,12.0,ATL
7,5.4,.471,11.5,0.0,.000,0.1,1.4,30,1.1,hendeal01,8.5,106,5.4,.468,11.6,3.1,.638,4.9,82,3,NBA,1494,5.5,106,5.9,13.9,C,1.2,2002-03,2.2,14.1,ATL
8,7.8,.476,16.3,0.0,,0.0,1.6,31,1.6,hendeal01,7.8,107,7.8,.476,16.3,3.1,.667,4.7,6,0,NBA,68,8.5,110,0.8,18.7,PF,0.8,2003-04,2.3,16.3,ATL
9,5.0,.532,9.4,0.0,.000,0.1,0.9,32,1.6,hendeal01,7.9,104,5.0,.527,9.5,1.8,.539,3.3,78,10,NBA,1203,7.1,114,6.4,11.7,PF,1.2,2004-05,2.1,15.0,DAL
10,4.7,.516,9.2,0.0,,0.0,1.0,33,1.2,hendeal01,7.8,106,4.7,.516,9.2,3.3,.673,4.9,51,3,NBA,531,6.0,115,5.8,12.8,C,0.9,2005-06,2.2,13.8,CLE
11,5.4,.642,8.5,0.0,,0.0,1.3,34,1.5,hendeal01,7.5,106,5.4,.642,8.5,4.2,.702,6.0,38,5,NBA,418,6.1,136,7.8,15.1,PF,1.1,2006-07,1.5,13.5,PHI
0,12.2,.500,24.4,0.0,,0.0,0.0,21,0.0,hendece01,15.2,103,12.2,.500,24.4,9.1,1.000,9.1,8,0,NBA,16,9.1,90,6.1,33.5,PF,0.0,1986-87,12.2,24.4,TOT
1,9.9,.400,24.6,0.0,,0.0,0.0,21,0.0,hendece01,4.9,111,9.9,.400,24.6,4.9,1.000,4.9,6,0,NBA,10,9.9,97,4.9,24.6,PF,0.0,1986-87,4.9,14.8,ATL
2,15.9,.667,23.9,0.0,,0.0,0.0,21,0.0,hendece01,31.9,91,15.9,.667,23.9,15.9,1.000,15.9,2,0,NBA,6,8.0,84,8.0,47.8,PF,0.0,1986-87,23.9,39.9,MIL
0,7.4,.483,15.2,0.0,.000,0.1,3.6,22,1.0,hendece02,5.4,100,7.4,.480,15.3,2.9,.716,4.0,82,71,NBA,2527,1.5,96,5.0,17.6,SF,2.0,1997-98,3.5,6.9,CLE
1,6.8,.424,16.1,0.1,.167,0.4,4.1,23,0.9,hendece02,5.6,102,6.9,.417,16.6,2.7,.813,3.3,50,48,NBA,1517,1.6,88,5.0,16.6,SF,2.1,1998-99,3.6,7.2,CLE
2,5.8,.412,14.1,0.0,.067,0.7,2.5,24,0.8,hendece02,4.8,106,5.8,.396,14.8,3.1,.663,4.7,61,7,NBA,1107,1.5,86,4.5,14.9,SF,1.8,1999-00,3.1,6.3,CLE
3,5.5,.398,13.9,0.1,.125,0.4,4.3,25,1.3,hendece02,3.9,107,5.6,.389,14.3,1.6,.652,2.5,55,10,NBA,961,1.0,82,5.5,12.9,SF,1.6,2000-01,3.5,4.9,CLE
4,9.4,.481,19.6,1.5,.500,2.9,2.9,26,1.5,hendece02,1.5,107,10.9,.484,22.5,2.9,.571,5.1,12,0,NBA,70,0.7,91,2.9,26.1,SF,4.4,2001-02,5.8,2.2,GSW
0,6.7,.409,16.4,0.0,.000,0.1,4.8,23,0.7,hendeda01,3.4,112,6.7,.405,16.5,4.6,.681,6.7,22,1,NBA,351,1.6,86,5.8,17.9,SG,1.7,1987-88,5.7,5.0,PHI
0,8.3,.503,16.6,0.1,.333,0.3,6.5,24,0.7,hendege01,2.0,105,8.4,.500,16.8,3.9,.690,5.7,76,2,NBA,1061,1.6,101,4.2,20.9,PG,2.0,1979-80,4.8,3.7,BOS
1,7.7,.462,16.7,0.0,.063,0.5,6.3,25,0.4,hendege01,2.6,105,7.7,.451,17.1,3.3,.720,4.6,82,10,NBA,1608,1.3,94,5.2,18.8,PG,2.3,1980-81,4.7,3.9,BOS
2,9.0,.506,17.8,0.1,.167,0.3,6.5,26,0.3,hendege01,2.7,106,9.1,.501,18.1,3.2,.727,4.4,82,31,NBA,1844,1.2,105,5.1,21.4,PG,2.1,1981-82,3.8,3.9,BOS
3,8.4,.470,17.9,0.1,.188,0.5,5.8,27,0.1,hendege01,2.0,104,8.5,.463,18.4,2.9,.722,4.0,82,9,NBA,1551,1.7,99,5.7,20.0,PG,2.8,1982-83,3.8,3.7,BOS
